,created_at,username,acctdesc,location,total_tweets_created,account_creation_date,retweetcounts,hashtags,tweet_text,username,tweet_text,emojis,emoji_count,clean_text,word_count
81,2021-03-28 02:16:08,karenwink,"creator, artist, optimist, believer in the power of kindness ","iPhone: 33.766243,-84.260361",21678,2009-06-03 08:39:24,0,"[{'text': 'pandemicfatigue', 'indices': [47, 63]}]",Great lunch with family. It’s been five months #pandemicfatigue https://t.co/t80VAFuMAZ,karenwink,Great lunch with family. Its been five months #pandemicfatigue,,0,great lunch with family its been five months pandemicfatigue,9
82,2021-03-28 02:13:36,AlanTonelson,"Founder of RealityChek - a blog covering economics, national security, tech, & their intersections. Also checking in regularly on the general human condition.","Riverdale Park, MD ",93273,2012-08-30 01:27:25,0,"[{'text': 'Fauci', 'indices': [22, 28]}, {'text': 'Covidfatigue', 'indices': [63, 76]}, {'text': 'CCPVirus', 'indices': [79, 88]}, {'text': 'coronavirus', 'indices': [89, 101]}, {'text': 'COVID19', 'indices': [102, 110]}, {'text': 'bidenpressconference', 'indices': [111, 132]}]",But @ktumulty - would #Fauci approve?  https://t.co/g8DntjCup9 #Covidfatigue?  #CCPVirus #coronavirus #COVID19 #bidenpressconference,AlanTonelson,But @ktumulty - would #Fauci approve? #Covidfatigue? #CCPVirus #coronavirus #COVID19 #bidenpressconference,,0,but ktumulty would fauci approve covidfatigue ccpvirus coronavirus covid19 bidenpressconference,10
83,2021-03-28 01:43:10,donbuckleyjr,,Minneapolis,65696,2012-11-21 03:32:02,1,"[{'text': 'pandemicfatigue', 'indices': [55, 71]}, {'text': 'QuarantineLife', 'indices': [72, 87]}]","To have wings yet not to fly...
4.1.21
#pandemicfatigue #QuarantineLife https://t.co/2br5rkbLpV",donbuckleyjr,To have wings yet not to fly... 4.1.21 #pandemicfatigue #QuarantineLife,,0,to have wings yet not to fly 4.1.21 pandemicfatigue quarantinelife,10
84,2021-03-28 01:22:41,Nothinbetterth1,Teacher who just wants to have fun and make people chuckle!,,92,2018-07-20 16:40:36,0,"[{'text': 'pandemicfatigue', 'indices': [145, 161]}]","Why I absolutely love wearing masks; they hide the parsley in my teeth, no one can see nose hair, and I only have to put makeup on  1/2 my face! #pandemicfatigue",Nothinbetterth1,"Why I absolutely love wearing masks; they hide the parsley in my teeth, no one can see nose hair, and I only have to put makeup on 1/2 my face! #pandemicfatigue",,0,why i absolutely love wearing masks they hide the parsley in my teeth no one can see nose hair and i only have to put makeup on 1 2 my face pandemicfatigue,32
85,2021-03-28 00:32:24,MRidleyElmes,"Medieval/isms; teaching, writing, arts, rugby, gaming, & """"other."""" """"Irrepressible badass."""" Unrepentant nerd; chaotic good. MA MFA PhD. She/her. Views mine.",,9873,2011-07-09 16:44:11,0,"[{'text': 'RandomThoughts', 'indices': [220, 235]}, {'text': 'pandemic', 'indices': [236, 245]}, {'text': 'pandemicfatigue', 'indices': [246, 262]}, {'text': 'brunch', 'indices': [263, 270]}]","I just remembered how much I love brunch and especially jazz brunch; that is what I am missing right now and most looking forward to once we can safely return to living together--a wonderful bunch, hopefully with music. #RandomThoughts #pandemic #pandemicfatigue #brunch",MRidleyElmes,"I just remembered how much I love brunch and especially jazz brunch; that is what I am missing right now and most looking forward to once we can safely return to living together--a wonderful bunch, hopefully with music. #RandomThoughts #pandemic #pandemicfatigue #brunch",,0,i just remembered how much i love brunch and especially jazz brunch that is what i am missing right now and most looking forward to once we can safely return to living together a wonderful bunch hopefully with music randomthoughts pandemic pandemicfatigue brunch,43
86,2021-03-28 00:27:44,Lor_SeerArtist,"I'm a Christian, #autistic woman, 🎨#artist and I'm a Constitutionalist. I also love Star Wars. #IMPEACHBIDENNOW",USA,13530,2009-06-14 23:07:30,0,"[{'text': 'covidfatigue', 'indices': [26, 39]}]","I frickin FEEL this, too. #covidfatigue https://t.co/I7VyXVMKOr",Lor_SeerArtist,"I frickin FEEL this, too. #covidfatigue",,0,i frickin feel this too covidfatigue,6
87,2021-03-28 00:11:57,sherihebdon,"Dislikes chewing noises, social media arguments & the patriarchy. Opinions my own. Wear a mask. Believe in science. she/her 🏳️‍🌈",Toronto,6171,2011-08-03 00:42:07,0,"[{'text': 'Passover', 'indices': [126, 135]}, {'text': 'covid', 'indices': [136, 142]}, {'text': 'pandemicfatigue', 'indices': [143, 159]}, {'text': 'zoomseder', 'indices': [160, 170]}, {'text': 'nextyearnotonzoom', 'indices': [171, 189]}]","All I can say after Zoom Seder #2 is: DEYANU! 

Next year please let us be together. Pesach Sameach to everyone celebrating.

#Passover #covid #pandemicfatigue #zoomseder #nextyearnotonzoom",sherihebdon,All I can say after Zoom Seder #2 is: DEYANU! Next year please let us be together. Pesach Sameach to everyone celebrating. #Passover #covid #pandemicfatigue #zoomseder #nextyearnotonzoom,,0,all i can say after zoom seder 2 is deyanu next year please let us be together pesach sameach to everyone celebrating passover covid pandemicfatigue zoomseder nextyearnotonzoom,27
88,2021-03-27 23:06:15,TarabudDelight,"Voice Actress🎙🌟Bringing characters 2 life 🗣 Singer👄 Musician🎸Foodie Blogger 🥐 Tree Hugger🌳 Author🖋 +Psychology🌅 CA girl🧘🏽‍♂️ SFGiants⚾️,🇮🇹&🇨🇮💛","Austin, TX",19363,2009-08-22 18:46:31,0,"[{'text': 'LifeGoals', 'indices': [22, 32]}, {'text': 'musicblogger', 'indices': [51, 64]}, {'text': 'indierock', 'indices': [65, 75]}, {'text': 'indiepop', 'indices': [76, 85]}, {'text': 'singer', 'indices': [86, 93]}, {'text': 'bassplayer', 'indices': [94, 105]}, {'text': 'pandemiclife', 'indices': [106, 119]}, {'text': 'pandemicfatigue', 'indices': [120, 136]}, {'text': 'musicislife', 'indices': [137, 149]}]",Full lyrics to single #LifeGoals on our band blog! #musicblogger #indierock #indiepop #singer #bassplayer #pandemiclife #pandemicfatigue #musicislife https://t.co/w9Q4DhNaXm,TarabudDelight,Full lyrics to single #LifeGoals on our band blog! #musicblogger #indierock #indiepop #singer #bassplayer #pandemiclife #pandemicfatigue #musicislife,,0,full lyrics to single lifegoals on our band blog musicblogger indierock indiepop singer bassplayer pandemiclife pandemicfatigue musicislife,17
89,2021-03-27 23:04:14,SentinelDream,"Natives of San Francisco, CA, Gearheads, Reverb Addicts, Indie Dream Pop Music💖All our albums, singles, & Remixes via Bandcamp.🍸💥 New 🎼 single #LifeGoals!",West Coast!,11240,2009-02-06 01:57:01,0,"[{'text': 'LifeGoals', 'indices': [26, 36]}, {'text': 'musicblogger', 'indices': [56, 69]}, {'text': 'indierock', 'indices': [70, 80]}, {'text': 'indiepop', 'indices': [81, 90]}, {'text': 'femalevocals', 'indices': [91, 104]}, {'text': 'electricguitar', 'indices': [105, 120]}, {'text': 'pandemiclife', 'indices': [121, 134]}, {'text': 'pandemicfatigue', 'indices': [135, 151]}, {'text': 'musicislife', 'indices': [152, 164]}]",Full lyrics to our single #LifeGoals on our blog! Woot! #musicblogger #indierock #indiepop #femalevocals #electricguitar #pandemiclife #pandemicfatigue #musicislife https://t.co/7HJhXcr9ow https://t.co/pkjtIsIZjd,SentinelDream,Full lyrics to our single #LifeGoals on our blog! Woot! #musicblogger #indierock #indiepop #femalevocals #electricguitar #pandemiclife #pandemicfatigue #musicislife,,0,full lyrics to our single lifegoals on our blog woot musicblogger indierock indiepop femalevocals electricguitar pandemiclife pandemicfatigue musicislife,18
90,2021-03-27 22:27:40,SentinelDream,"Natives of San Francisco, CA, Gearheads, Reverb Addicts, Indie Dream Pop Music💖All our albums, singles, & Remixes via Bandcamp.🍸💥 New 🎼 single #LifeGoals!",West Coast!,11240,2009-02-06 01:57:01,0,"[{'text': 'LifeGoals', 'indices': [54, 64]}, {'text': 'pandemicfatigue', 'indices': [68, 84]}, {'text': 'indierock', 'indices': [85, 95]}, {'text': 'indiepop', 'indices': [96, 105]}, {'text': 'rockmusic', 'indices': [106, 116]}, {'text': 'rocknroll', 'indices': [117, 127]}]",Give the big finger to the Pandemic ~ rock our single #LifeGoals !  #pandemicfatigue #indierock #indiepop #rockmusic #rocknroll  https://t.co/tuZxnLSXVI,SentinelDream,Give the big finger to the Pandemic ~ rock our single #LifeGoals ! #pandemicfatigue #indierock #indiepop #rockmusic #rocknroll,,0,give the big finger to the pandemic rock our single lifegoals pandemicfatigue indierock indiepop rockmusic rocknroll,16
91,2021-03-27 22:06:06,pjmatheson,"A publishing and social media consultant working with you to create and curate quality (fiction, non-fiction and memoirs) digital content.",Trinidad and Tobago 🌎,2675,2011-02-26 03:38:22,0,"[{'text': 'Covid_19', 'indices': [0, 9]}, {'text': 'CoronaVirusUpdates', 'indices': [10, 29]}, {'text': 'CovidVaccine', 'indices': [30, 43]}, {'text': 'pandemicfatigue', 'indices': [44, 60]}, {'text': 'BeSafe', 'indices': [127, 134]}, {'text': 'WearAMask', 'indices': [135, 145]}, {'text': 'SocialDistancing', 'indices': [146, 163]}]",#Covid_19 #CoronaVirusUpdates #CovidVaccine #pandemicfatigue @COVID19Tracking @MOH_TT Following up on @DrKeithRowley's appeal: #BeSafe #WearAMask #SocialDistancing https://t.co/3XzFWaEozd,pjmatheson,#Covid_19 #CoronaVirusUpdates #CovidVaccine #pandemicfatigue @COVID19Tracking @MOH_TT Following up on @DrKeithRowley's appeal: #BeSafe #WearAMask #SocialDistancing,,0,covid_19 coronavirusupdates covidvaccine pandemicfatigue covid19tracking moh_tt following up on drkeithrowley's appeal besafe wearamask socialdistancing,14
92,2021-03-27 21:22:08,SunDropsStudio,Seed Bead Artist,"Waterloo, Ontario",417,2011-10-24 18:02:21,0,"[{'text': 'kwawesome', 'indices': [247, 257]}, {'text': 'covidblues', 'indices': [258, 269]}]","Well, that’s all she wrote folks! Today was @cobblestonegal’s last day. Aileen was such a source of support to me as a new artist/jewellery maker on the scene. You can still find them online. But today is a sad day. Good luck Aileen and company! 🥲#kwawesome #covidblues https://t.co/6uQQihEGcn",SunDropsStudio,"Well, thats all she wrote folks! Today was @cobblestonegals last day. Aileen was such a source of support to me as a new artist/jewellery maker on the scene. You can still find them online. But today is a sad day. Good luck Aileen and company! #kwawesome #covidblues",🥲,1,well thats all she wrote folks today was cobblestonegals last day aileen was such a source of support to me as a new artist jewellery maker on the scene you can still find them online but today is a sad day good luck aileen and company kwawesome covidblues,48
93,2021-03-27 21:04:44,seaoflove911,"Born/Raised Southerner w/out the drawl. Live 🙌🏾, Laugh😄, Love💗. Hug a Nurse Daily #savethetatas #breastcancer #cowboysnation  🍷🍸","Washington, DC",36860,2016-07-26 02:00:06,0,"[{'text': 'summer', 'indices': [17, 24]}, {'text': 'CovidBlues', 'indices': [87, 98]}]",Bought some cute #summer outfits today👗🩳👗👚👡; hopefully I'll get a chance to wear them. #CovidBlues https://t.co/ItO7uFk0XW,seaoflove911,Bought some cute #summer outfits today; hopefully I'll get a chance to wear them. #CovidBlues,👗🩳👗👚👡,5,bought some cute summer outfits today hopefully i'll get a chance to wear them covidblues,15
94,2021-03-27 20:40:16,kittylaroar,"Jazz singer & drummer @33jazzRecords ジャズとウイスキー Strayhorn, Sonny, Monk & Ornette it's all #JAZZ baby! @KittyLaRoar @NickShankland @LuckyVictims NO DMs please 💋",Deep in the ❤️ of London,12431,2009-11-06 10:37:55,1,"[{'text': 'kittylaroar', 'indices': [99, 111]}, {'text': 'thebearclub', 'indices': [112, 124]}, {'text': 'jazz', 'indices': [125, 130]}, {'text': 'edjones', 'indices': [131, 139]}]","Memories of @kittylaroar at the Bear Club

Artwork: @drewmacg 
Muse: @kittylaroar 

#kittylaroar #thebearclub #jazz #edjones #nightclublife #pandemicblues @ The Bear Club https://t.co/SPOMOCuA8k",kittylaroar,Memories of @kittylaroar at the Bear Club Artwork: @drewmacg Muse: @kittylaroar #kittylaroar #thebearclub #jazz #edjones #nightclublife #pandemicblues @ The Bear Club,,0,memories of kittylaroar at the bear club artwork drewmacg muse kittylaroar kittylaroar thebearclub jazz edjones nightclublife pandemicblues the bear club,20
95,2021-03-27 19:06:32,zumrob,"into politics, business, science, comedy, sci fi, fitness","Washington, USA",1849,2008-07-10 17:19:26,0,"[{'text': 'marshmallow', 'indices': [127, 139]}, {'text': 'vacation', 'indices': [140, 149]}, {'text': 'MiamiSpringBreak', 'indices': [150, 167]}, {'text': 'Cancun', 'indices': [168, 175]}, {'text': 'pandemicfatigue', 'indices': [176, 192]}]","So many adults have failed the vacation version of the Marshmallow Test and they show it off through their social media posts.
#marshmallow #vacation #MiamiSpringBreak #Cancun #pandemicfatigue",zumrob,So many adults have failed the vacation version of the Marshmallow Test and they show it off through their social media posts. #marshmallow #vacation #MiamiSpringBreak #Cancun #pandemicfatigue,,0,so many adults have failed the vacation version of the marshmallow test and they show it off through their social media posts marshmallow vacation miamispringbreak cancun pandemicfatigue,27
96,2021-03-27 16:00:56,AgeingWellBH,"We help people aged 50+ in Brighton & Hove find activities, groups, trips, befriending, and information in order to get the best from life.
T:  07770 061 072",Brighton & Hove,2511,2019-08-21 09:38:48,0,"[{'text': 'brightonandhove', 'indices': [96, 112]}, {'text': 'letsconnect', 'indices': [113, 125]}, {'text': 'communitysupport', 'indices': [126, 143]}, {'text': '50plusandfabulous', 'indices': [144, 162]}, {'text': 'loneliness', 'indices': [163, 174]}, {'text': 'covidfatigue', 'indices': [175, 188]}, {'text': 'isolationlife', 'indices': [189, 203]}, {'text': 'isolationcreation', 'indices': [204, 222]}, {'text': 'thingstodo', 'indices': [223, 234]}, {'text': 'activities', 'indices': [235, 246]}]","Download your activity pack now courtesy of The Hop 50+ Community team. https://t.co/cbh3EKjHTa
#brightonandhove #letsconnect #communitysupport #50plusandfabulous #loneliness #covidfatigue #isolationlife #isolationcreation #thingstodo #activities https://t.co/5oXTAM3zPH",AgeingWellBH,Download your activity pack now courtesy of The Hop 50+ Community team. #brightonandhove #letsconnect #communitysupport #50plusandfabulous #loneliness #covidfatigue #isolationlife #isolationcreation #thingstodo #activities,+,1,download your activity pack now courtesy of the hop 50 community team brightonandhove letsconnect communitysupport 50plusandfabulous loneliness covidfatigue isolationlife isolationcreation thingstodo activities,22
97,2021-03-27 14:43:43,RunninOnCaramel,*30 something #YEG Mom who loves to run…and eat caramel *Wife *BMgt *Blogger *Bleeds Blue *Glitter *Constant Wanderlust *Tweets are my own! 🍒 she/her #teamnuun,"Edmonton, Alberta",56476,2009-03-28 19:54:26,0,"[{'text': 'yeg', 'indices': [109, 113]}, {'text': 'pandemicfatigue', 'indices': [180, 196]}, {'text': 'nomoresnow', 'indices': [197, 208]}]",Let the record show I am not impressed with this snow. I know we get second &amp; third winter every year in #yeg but for some reason it’s bothering me more than normal right now. #pandemicfatigue #nomoresnow https://t.co/qobonG1Zac,RunninOnCaramel,Let the record show I am not impressed with this snow. I know we get second and third winter every year in #yeg but for some reason its bothering me more than normal right now. #pandemicfatigue #nomoresnow,,0,let the record show i am not impressed with this snow i know we get second and third winter every year in yeg but for some reason its bothering me more than normal right now pandemicfatigue nomoresnow,37
98,2021-03-27 13:50:53,simona_com,和伊・和英漫画＆アニメ翻訳家＆ライター、イタリアの詩文奈です。プロ☆ヲタです。 近い内にnoteで自伝連載開始。ライター／TVコメンテーター及びレポーターの御依頼大歓迎 Japanese-Italian-English manga/anime translator/writer. Professional Otaku,jp,166872,2010-01-10 05:34:16,0,"[{'text': 'antidote', 'indices': [18, 27]}, {'text': 'depression', 'indices': [32, 43]}, {'text': 'covidblues', 'indices': [48, 59]}]",here’s your daily #antidote for #depression and #covidblues xxx https://t.co/yXqR2FJ5w5,simona_com,heres your daily #antidote for #depression and #covidblues xxx,,0,heres your daily antidote for depression and covidblues xxx,9
99,2021-03-27 11:56:50,McFlyTexas,"'A passionate woman is worth the chaos'🐾
D.W.    S.W.     
😷 #WearYourMask",,41540,2011-05-07 15:15:16,2,"[{'text': 'PandemicFatigue', 'indices': [40, 56]}]","Hang in there, folks...

#PandemicFatigue https://t.co/HEauOz0toq",McFlyTexas,"Hang in there, folks... #PandemicFatigue",,0,hang in there folks pandemicfatigue,5
100,2021-03-27 10:35:02,AgeingWellBH,"We help people aged 50+ in Brighton & Hove find activities, groups, trips, befriending, and information in order to get the best from life.
T:  07770 061 072",Brighton & Hove,2511,2019-08-21 09:38:48,0,"[{'text': 'brightonandhove', 'indices': [96, 112]}, {'text': 'letsconnect', 'indices': [113, 125]}, {'text': 'communitysupport', 'indices': [126, 143]}, {'text': '50plusandfabulous', 'indices': [144, 162]}, {'text': 'loneliness', 'indices': [163, 174]}, {'text': 'covidfatigue', 'indices': [175, 188]}, {'text': 'isolationlife', 'indices': [189, 203]}, {'text': 'isolationcreation', 'indices': [204, 222]}, {'text': 'thingstodo', 'indices': [223, 234]}, {'text': 'activities', 'indices': [235, 246]}]","Download your activity pack now courtesy of The Hop 50+ Community team. https://t.co/cbh3EKjHTa
#brightonandhove #letsconnect #communitysupport #50plusandfabulous #loneliness #covidfatigue #isolationlife #isolationcreation #thingstodo #activities https://t.co/hrgsxtPEbu",AgeingWellBH,Download your activity pack now courtesy of The Hop 50+ Community team. #brightonandhove #letsconnect #communitysupport #50plusandfabulous #loneliness #covidfatigue #isolationlife #isolationcreation #thingstodo #activities,+,1,download your activity pack now courtesy of the hop 50 community team brightonandhove letsconnect communitysupport 50plusandfabulous loneliness covidfatigue isolationlife isolationcreation thingstodo activities,22
101,2021-03-27 10:06:58,kamfinsa,"European since birth. Dubliner. Well Woman Centre CEO. History, books, classic films and politics. Views expressed are my own, RTs are not endorsements.","Dublin, Ireland",38960,2010-02-19 12:38:42,0,"[{'text': 'PandemicFatigue', 'indices': [3, 19]}, {'text': 'Level5', 'indices': [148, 155]}]","On #PandemicFatigue - with a public worn-down after 88 days of lockdown, and 'stretching' the degree to which they comply, how can Government relax #Level5 restrictions? Waiving the 5 km limit, and allowing more contacts outdoors? 

https://t.co/SSN1wbJlpj",kamfinsa,"On #PandemicFatigue - with a public worn-down after 88 days of lockdown, and 'stretching' the degree to which they comply, how can Government relax #Level5 restrictions? Waiving the 5 km limit, and allowing more contacts outdoors?",,0,on pandemicfatigue with a public worn down after 88 days of lockdown and stretching the degree to which they comply how can government relax level5 restrictions waiving the 5 km limit and allowing more contacts outdoors,36
102,2021-03-27 07:12:36,allanboyle,Founder of Saltwater Consulting. Bike rider. Trail runner. Sea swimmer. Currently staying at home.,Dublin,6527,2009-03-30 19:18:21,0,"[{'text': 'pandemicfatigue', 'indices': [144, 160]}]","So we’ve had to keep within 5kms of our homes and not visit friends and family for 90 days, while thousands fly into Dublin airport every week. #pandemicfatigue",allanboyle,"So weve had to keep within 5kms of our homes and not visit friends and family for 90 days, while thousands fly into Dublin airport every week. #pandemicfatigue",,0,so weve had to keep within 5kms of our homes and not visit friends and family for 90 days while thousands fly into dublin airport every week pandemicfatigue,28
103,2021-03-27 07:01:37,allanboyle,Founder of Saltwater Consulting. Bike rider. Trail runner. Sea swimmer. Currently staying at home.,Dublin,6527,2009-03-30 19:18:21,0,"[{'text': 'pandemicfatigue', 'indices': [56, 72]}]",Ireland has been in a level 5 lockdown for 90 days now. #pandemicfatigue,allanboyle,Ireland has been in a level 5 lockdown for 90 days now. #pandemicfatigue,,0,ireland has been in a level 5 lockdown for 90 days now pandemicfatigue,13
104,2021-03-27 03:56:13,unicornpork,#TeamPeteForever 🙌🏼 my cat Yeti 🐱 food 🍗 champagne 🥂 tequila 🥃 🇺🇸🏳️‍🌈,"Palm Springs, CA",1233,2019-10-07 23:06:23,0,"[{'text': 'pandemicfatigue', 'indices': [69, 85]}, {'text': 'covidproblems', 'indices': [86, 100]}, {'text': 'couchpotato', 'indices': [101, 113]}]",Anyone else concerned about the permanent soft spots on their couch? #pandemicfatigue #covidproblems #couchpotato,unicornpork,Anyone else concerned about the permanent soft spots on their couch? #pandemicfatigue #covidproblems #couchpotato,,0,anyone else concerned about the permanent soft spots on their couch pandemicfatigue covidproblems couchpotato,14
105,2021-03-27 02:30:22,hemelricardo,"Social Worker, Community Worker...",Chicago,13844,2012-10-04 22:34:59,1,[],This whole emerging from a cocoon after a year is hard. Not sure if I turned into a butterfly or moth... or something else. Can anyone relate? #pandemiclife  #pandemicfatigue,hemelricardo,This whole emerging from a cocoon after a year is hard. Not sure if I turned into a butterfly or moth... or something else. Can anyone relate? #pandemiclife #pandemicfatigue,,0,this whole emerging from a cocoon after a year is hard not sure if i turned into a butterfly or moth or something else can anyone relate pandemiclife pandemicfatigue,29
106,2021-03-27 02:09:12,LooneyToons40,"Its the nigga you love to hate! 


#71st #BeachBoy #GD #CMB #3oG #kittyKilla",Miami-Dade County,11623,2009-06-01 16:57:35,0,"[{'text': 'southBeach', 'indices': [32, 43]}, {'text': 'pandemicfatigue', 'indices': [103, 119]}, {'text': 'Rona', 'indices': [120, 125]}, {'text': 'springBreak2021', 'indices': [178, 194]}, {'text': 'ActRight', 'indices': [211, 220]}]","The news stations need to leave #southBeach alone, its not that deep...people just trying to have fun! #pandemicfatigue #Rona
Shouldn't punish everyone cause a few bad apples...
#springBreak2021
We can do this! #ActRight",LooneyToons40,"The news stations need to leave #southBeach alone, its not that deep...people just trying to have fun! #pandemicfatigue #Rona Shouldn't punish everyone cause a few bad apples... #springBreak2021 We can do this! #ActRight",,0,the news stations need to leave southbeach alone its not that deep people just trying to have fun pandemicfatigue rona shouldn't punish everyone cause a few bad apples springbreak2021 we can do this actright,34
107,2021-03-27 02:03:22,OvercomerCoach,"Mary Kathryn Marcom, ICF ACC Grief Coach, Mental Fitness Coach. Kidney Transplant Recipient. Dog Lover",San Francisco Bay Area,1701,2013-01-26 18:03:20,0,"[{'text': 'grief', 'indices': [179, 185]}, {'text': 'PandemicFatigue', 'indices': [186, 202]}, {'text': 'coaching', 'indices': [203, 212]}, {'text': 'overcomercoachca', 'indices': [213, 230]}]","Having a little pandemic fatigue is normal. If you feel like yours is beginning to interfere with your daily life, schedule an appointment with me to learn how Coaching can help. #grief #PandemicFatigue #coaching #overcomercoachca https://t.co/z2SWHL4gb3",OvercomerCoach,"Having a little pandemic fatigue is normal. If you feel like yours is beginning to interfere with your daily life, schedule an appointment with me to learn how Coaching can help. #grief #PandemicFatigue #coaching #overcomercoachca",,0,having a little pandemic fatigue is normal if you feel like yours is beginning to interfere with your daily life schedule an appointment with me to learn how coaching can help grief pandemicfatigue coaching overcomercoachca,35
108,2021-03-27 01:35:12,mcaers,"CEO of @crowdmark Founder of @designedux Entrepreneur-in-Residence @ryersondmz I am interested in innovation, forward-thinking people and new ventures.",Toronto,3176,2008-02-15 16:22:58,0,"[{'text': 'covidblues', 'indices': [116, 127]}]","It’s been a week, it’s been a year. Why does a week feel like a year and a year feel like a week. When will it end? #covidblues",mcaers,"Its been a week, its been a year. Why does a week feel like a year and a year feel like a week. When will it end? #covidblues",,0,its been a week its been a year why does a week feel like a year and a year feel like a week when will it end covidblues,28
109,2021-03-27 01:15:26,holly_mo,An American living in Canada 🇺🇸🍁🇨🇦✌️ trying to make things better every day. #ResignBP #RESIST #BidenHarris2020 #WearAFuckingMask,"winterpeg, manitoba",5558,2010-08-23 01:05:23,0,"[{'text': 'FridayFeeling', 'indices': [31, 45]}, {'text': 'pandemicfatigue', 'indices': [46, 62]}]","How I'm spending Friday night.
#FridayFeeling #pandemicfatigue https://t.co/WrVxC1uyfy",holly_mo,How I'm spending Friday night. #FridayFeeling #pandemicfatigue,,0,how i'm spending friday night fridayfeeling pandemicfatigue,7
110,2021-03-27 01:00:02,femtech_,"I'm a friendly bot retweeting female developers, engineers, scientists and their stories. #girlswhocode #womenintech  #womeninstem
Made by @frankanka","Berlin, Deutschland",1155880,2019-06-25 14:36:58,1,"[{'text': 'pandemicfatigue', 'indices': [109, 125]}, {'text': 'stress', 'indices': [126, 133]}]","If my stress can be transformed into energy, I think I could power an entire town. A BIG town. #pandemicfatigue #stress #WorkLifeBalance #WomenInSTEM #LifeISHard https://t.co/3SGeCiIICj",femtech_,"If my stress can be transformed into energy, I think I could power an entire town. A BIG town. #pandemicfatigue #stress #WorkLifeBalance #WomenInSTEM #LifeISHard",,0,if my stress can be transformed into energy i think i could power an entire town a big town pandemicfatigue stress worklifebalance womeninstem lifeishard,24
111,2021-03-27 00:58:57,dianesydneyg,"Communications / Marketing professional, fiction writer, sleep-in-a-tent-in-the-mountains advocate.",Seattle,5433,2012-03-28 22:21:59,0,"[{'text': 'pandemicfatigue', 'indices': [230, 246]}, {'text': 'pandemiclife', 'indices': [247, 260]}]","Scrolling IG: 

Hair scrunchies that dry your hair overnight? Hmmmm...Apple Pay that for sure. 

Ooooh another cozy hoodie. Yep. And slip on shoes, haven’t refreshed since we hit Year One - buy that too. More books obviously....

#pandemicfatigue #pandemiclife",dianesydneyg,"Scrolling IG: Hair scrunchies that dry your hair overnight? Hmmmm...Apple Pay that for sure. Ooooh another cozy hoodie. Yep. And slip on shoes, havent refreshed since we hit Year One - buy that too. More books obviously.... #pandemicfatigue #pandemiclife",,0,scrolling ig hair scrunchies that dry your hair overnight hmmmm apple pay that for sure ooooh another cozy hoodie yep and slip on shoes havent refreshed since we hit year one buy that too more books obviously pandemicfatigue pandemiclife,39
112,2021-03-27 00:48:36,PacificRaine,,"Treaty 8 Territory, AB, 🇨🇦",52806,2011-03-04 01:20:44,0,"[{'text': 'covidfatigue', 'indices': [43, 56]}]","@OilersAlbMom Thank you and likewise! Yes, #covidfatigue is just too real and then add that jerk in over his head running this province...sigh...big hugs back xx",PacificRaine,"@OilersAlbMom Thank you and likewise! Yes, #covidfatigue is just too real and then add that jerk in over his head running this province...sigh...big hugs back xx",,0,oilersalbmom thank you and likewise yes covidfatigue is just too real and then add that jerk in over his head running this province sigh big hugs back xx,28
113,2021-03-27 00:48:10,Helen_Downie,"Change Practitioner, Facilitator, Coach & New mom. It’s all about ♥️","Montreal, Quebec, Canada",4541,2009-04-15 04:53:24,0,"[{'text': 'FridayThoughts', 'indices': [250, 265]}, {'text': 'PandemicBlues', 'indices': [266, 280]}]","Wrote a letter to an old friend tonight, expressing how much I miss being able to see her. 

Sealed it and the feeling I had was as though I’ve been grounded for the past year, pre cell phone, and only able to write letters to pass time or connect.

#FridayThoughts #PandemicBlues https://t.co/PkN4km4RH0",Helen_Downie,"Wrote a letter to an old friend tonight, expressing how much I miss being able to see her. Sealed it and the feeling I had was as though Ive been grounded for the past year, pre cell phone, and only able to write letters to pass time or connect. #FridayThoughts #PandemicBlues",,0,wrote a letter to an old friend tonight expressing how much i miss being able to see her sealed it and the feeling i had was as though ive been grounded for the past year pre cell phone and only able to write letters to pass time or connect fridaythoughts pandemicblues,51
114,2021-03-27 00:13:57,patticams,cosmic,,1469,2018-02-19 03:51:13,0,"[{'text': 'pandemicfatigue', 'indices': [24, 40]}]",When will this be over? #pandemicfatigue,patticams,When will this be over? #pandemicfatigue,,0,when will this be over pandemicfatigue,6
115,2021-03-26 23:39:10,crazy4_luke,,,113,2018-08-03 16:20:32,1,[],"@DrEricDing Unfortunately maybe next week @CPHO_Canada will squeeze in a slide in one of it's nauseatingly repetitive #covid briefings and #canadanews outlets will blast it out to folks that are already past the point of #pandemicfatigue and this will happen...

It's #P1 #DumbandDumber !!! https://t.co/iQOGKv1ecD",crazy4_luke,@DrEricDing Unfortunately maybe next week @CPHO_Canada will squeeze in a slide in one of it's nauseatingly repetitive #covid briefings and #canadanews outlets will blast it out to folks that are already past the point of #pandemicfatigue and this will happen... It's #P1 #DumbandDumber !!!,,0,drericding unfortunately maybe next week cpho_canada will squeeze in a slide in one of it's nauseatingly repetitive covid briefings and canadanews outlets will blast it out to folks that are already past the point of pandemicfatigue and this will happen it's p1 dumbanddumber,43
