created_at,username,acctdesc,location,total_tweets_created,account_creation_date,retweetcounts,hashtags,tweet_text
2021-03-18 09:48:05,mkrivich,"Internationally followed blogger, Global influencer, Husband, Dad, Dog lover. Healthcare mktg strategist. F1 fan. Author. RT #endorsements","Global, USA, Chicago",63056,2009-03-22 17:24:31,0,"[{'text': 'covid19', 'indices': [80, 88]}, {'text': 'pandemic', 'indices': [90, 99]}, {'text': 'ideas', 'indices': [101, 107]}, {'text': 'sm', 'indices': [109, 112]}, {'text': 'global', 'indices': [113, 120]}, {'text': 'advcie', 'indices': [122, 129]}, {'text': 'influencer', 'indices': [131, 142]}, {'text': 'blog', 'indices': [144, 149]}, {'text': 'blogger', 'indices': [151, 159]}, {'text': 'lists', 'indices': [161, 167]}, {'text': 'solutions', 'indices': [169, 179]}, {'text': 'pandemicfatigue', 'indices': [181, 197]}, {'text': 'twitter', 'indices': [199, 207]}, {'text': 'instagram', 'indices': [209, 219]}, {'text': 'tiktok', 'indices': [221, 228]}]","22 Helpful, Powerful Blog Posts for Surviving the Worldwide COVID-19 Resurgence #covid19, #pandemic, #ideas, #sm #global, #advcie, #influencer, #blog, #blogger, #lists, #solutions, #pandemicfatigue, #twitter, #instagram, #tiktok https://t.co/C91TLklh0K"
2021-03-18 09:18:02,FCypsc,Official Twitter Account for Fingal Children and Young People's Services Committee,"Fingal, Ireland",480,2019-10-19 18:20:39,6,"[{'text': 'Parenting', 'indices': [88, 98]}, {'text': 'CovidAnxiety', 'indices': [113, 126]}]",Trailer for tomorrow’s Listeners Questions Episode where we discuss #Parenting children with #CovidAnxiety #SleepProblems &amp; teens experiencing #LeavingCert stress and #Anxiety Don’t miss it! https://t.co/803X9CsXar
2021-03-18 09:01:00,jwitty,"Expat writer | Mom丨Reader丨Runner  
Pushcart Nom, words now/soon in @AtlasAndAlice Defenestration @reflexfiction @flashfictionmag #5amwritersclub #amquerying","Florence, Italy",3066,2012-04-05 23:48:52,1,"[{'text': '5amwritersclub', 'indices': [224, 239]}, {'text': 'pandemicfatigue', 'indices': [240, 256]}, {'text': 'expat', 'indices': [257, 263]}, {'text': 'amediting', 'indices': [264, 274]}]","I'm feeling the fatigue of 1+ years of pandemic (as we all are). No vaccines in sight for many of us in Italy. Numbers going in the wrong direction. 

Taking the good where I can find it, such as this sunset on the piazza. 
#5amwritersclub #pandemicfatigue #expat #amediting https://t.co/qkmUKVgYsZ"
2021-03-18 07:11:03,pratiba_sk,"Kashmiri Hindu,Genocide Survivor & Blogger. Humbled to be followed by Prime Minister Sh. Narendra Damodardas Modi Ji. 🙏🏻🇮🇳 DO GET VACCINATED ITS SAFE 🇮🇳","Gurgaon, India",28590,2011-09-23 08:16:24,2,"[{'text': 'PandemicBlues', 'indices': [241, 255]}]","MASK UP while people are working at home. Stay safe, provide N95 masks to service guys for your safety and their safety. Cases are flaring up, mask is key even though I have taken jab. BTW I freak out when I see people other than my family. #PandemicBlues 😒 https://t.co/F9qiJiNag0"
2021-03-18 06:33:14,MNajmuzafar,Deputy Editor - Muscat Daily,"Muscat, Oman",1392,2016-08-18 08:03:45,1,"[{'text': 'pandemicblues', 'indices': [119, 133]}]",School transport providers have borne the brunt of the pandemic as schools adopted online education. #pandemicblues #COVID19 https://t.co/UJaTbDzuNz
2021-03-18 06:00:00,muscat_daily,Muscat Daily is the largest-selling English daily in Oman. Follow us at https://t.co/7saURBdD1S…,Oman,57572,2012-11-25 12:09:16,1,"[{'text': 'pandemicblues', 'indices': [101, 115]}, {'text': 'COVID19', 'indices': [116, 124]}]",School transport providers have borne the brunt of the pandemic as schools adopted online education. #pandemicblues #COVID19 https://t.co/UJaTbDzuNz
2021-03-18 05:22:51,aprildatuin,Only from the heart can you touch the sky. 🇵🇭,Philippines,13587,2011-03-29 15:39:46,0,"[{'text': 'PandemicFatigue', 'indices': [235, 251]}]",Wearing my lucky jade arowan necklace from @queens_gem_accessories for positive energy and to relieve stress 🙏❤ sending healing prayers for the sick and those going through depression and anxiety. God keep us safe and healthy 🇵🇭 #2021 #PandemicFatigue https://t.co/qinjyC2P6g
2021-03-18 02:55:10,Aidalize_me,Croatian made - Cali raised - Turkish delight - Slytherin House,916,5497,2009-04-08 19:57:11,0,"[{'text': 'pandemicfatigue', 'indices': [45, 61]}]",Mom thinks I’m drinking an Arizona Ice Tea...#pandemicfatigue @FieldworkBrewCo https://t.co/0Ml8vaZIuy
2021-03-18 02:51:28,RimaPathak1,"My passion for art, enthusiasm for travel and love for medicine that fulfills and satisfies my soul keeps me going!",,402,2019-10-23 14:38:38,0,"[{'text': 'NoMoreWebinar', 'indices': [147, 161]}, {'text': 'PandemicBurnout', 'indices': [162, 178]}, {'text': 'PandemicBlues', 'indices': [179, 193]}, {'text': 'GoCoronaGo', 'indices': [194, 205]}]",With every new meeting.. my chances of an anaphylactic reaction to such a meeting are increasing! I guess my antibodies refuse to be conditioned 😂 #NoMoreWebinar #PandemicBurnout #PandemicBlues #GoCoronaGo https://t.co/yUSCPFYH97
2021-03-17 23:36:19,preyapatel0,look mom i can fly,,11,2020-10-11 23:41:15,311,[],"“see you down the road.”  i don’t care if i ever go to another globes, but i dearly hope this thing is in person next year.  i miss the meaningless red carpet nonsense and all the togetherness.  #covidfatigue #GoldenGlobes https://t.co/UqIgkU1or7"
2021-03-17 23:28:57,AspiringOne,,"Palm Beach Gardens, FL",27974,2008-12-06 03:55:51,0,"[{'text': 'COVID19', 'indices': [185, 193]}, {'text': 'variants', 'indices': [204, 213]}, {'text': 'VariantsOfConcern', 'indices': [214, 232]}, {'text': 'variant', 'indices': [233, 241]}, {'text': 'CovidFatigue', 'indices': [242, 255]}, {'text': 'CovidVaccine', 'indices': [256, 269]}, {'text': 'WearAMask', 'indices': [270, 280]}]","@DrEricDing This part sounds deeply concerning, especially now when people seem optimistic and fatigued so running wild and free without wearing a mask, social distancing or practicing #COVID19 hygiene.

#variants #VariantsOfConcern #variant #CovidFatigue #CovidVaccine #WearAMask"
2021-03-17 22:01:47,TheCakeStalker,"Been loving buns since 1972 -Cake baker, poet, https://t.co/lnni5ydatd","Maidstone, South East",5017,2009-01-11 23:12:48,73,"[{'text': 'pandemic', 'indices': [113, 122]}, {'text': 'pandemicfatigue', 'indices': [123, 139]}]","I can’t wait to drop some of these pandemic related folks I follow. 

Follow for more cartoons!

#pandemic #pandemicfatigue #COVID19 @Bob_Wachter @mlipsitch @ASlavitt @DrEricDing #epidemiologist #SocialMedia #comics #webcomic #webcomics #cartoon #CovidVaccine https://t.co/FvDKoW8FSV"
2021-03-17 21:26:57,MrAtomAbort,HS Reading Teacher // Husband // Dad // #EduComix #EduTwitter #TeachLivingPoets // Member of @WeAreLitX // Icon by @andyharvestyeah,"Chicago, IL",10196,2009-05-05 04:33:31,0,"[{'text': 'pandemicblues', 'indices': [57, 71]}]",This caption from an X-Men comic hitting hard with those #pandemicblues https://t.co/aqVNISYMoP
2021-03-17 20:57:24,ALMentalHealth,"The Alabama Department of Mental Health serves 200,000+ Alabamians with intellectual disabilities, mental illnesses and/or substance use disorders each year","Montgomery, AL",6312,2011-07-15 19:41:34,1,[],"AltaPointe Health wants you to know it is ok not to be okay. Pandemic Fatigue is real, and mental health help is available. #AltaPointe #pandemicfatigue   https://t.co/ajji57O1T7"
2021-03-17 20:55:13,criticalplay,Mary Flanagan artist/writer/gamedesigner/futurista|author of Critical Play & stuff|Leads Tiltfactor @Dartmouth|Founder @resonym|she/they,JoinOurKickstarter!,2469,2011-09-18 07:22:23,0,"[{'text': 'zoomfatigue', 'indices': [160, 172]}, {'text': 'covidfatigue', 'indices': [173, 186]}]","If your work involves the computer-machine all day, move around in between connections, everyone. We need energy to fight hateful acts. https://t.co/euQhM7JNEg #zoomfatigue #covidfatigue"
2021-03-17 20:32:52,robwear57,"♀️  🛫⚕👩‍🔬   🐱🐶   😷 📚 🥃 
Only here for breaking news. Follow me/unfollow me, it's all good. 🤷‍♀️ Otherwise, I got nuthin.' 🤗
🚫 DMs 🚫 LISTS 🚫 FBR","Salt Lake City, UT",7279,2020-06-04 23:23:57,0,"[{'text': 'EDD', 'indices': [147, 151]}, {'text': 'pandemicblues', 'indices': [152, 166]}, {'text': 'unemploymentbenefits', 'indices': [167, 188]}]","@CA_EDD how about concentrating on the backlog and hiring people to answer your phones/emails instead of prioritizing a new dashboard.  Sheesh. 😲😠
#EDD #pandemicblues #unemploymentbenefits 

EDD unemployment backlog: 1 million claims stuck in logjam https://t.co/1hXIw7uvdU"
2021-03-17 20:28:28,pilcandy,"a full time carer, a wife, a chilean in Ireland, a creator",Dublin,858,2014-03-06 16:22:58,6,"[{'text': 'Parenting', 'indices': [88, 98]}, {'text': 'CovidAnxiety', 'indices': [113, 126]}]",Trailer for tomorrow’s Listeners Questions Episode where we discuss #Parenting children with #CovidAnxiety #SleepProblems &amp; teens experiencing #LeavingCert stress and #Anxiety Don’t miss it! https://t.co/803X9CsXar
2021-03-17 20:00:41,Siobhan60384749,,,22729,2020-03-17 09:03:09,6,"[{'text': 'Parenting', 'indices': [88, 98]}, {'text': 'CovidAnxiety', 'indices': [113, 126]}]",Trailer for tomorrow’s Listeners Questions Episode where we discuss #Parenting children with #CovidAnxiety #SleepProblems &amp; teens experiencing #LeavingCert stress and #Anxiety Don’t miss it! https://t.co/803X9CsXar
2021-03-17 19:54:02,MalieCoyne,💙 Clinical Psychologist🦈 Author #LoveInLoveOut 🐙Lecturer @nuigalway🦀 #EatingwiththeEnemy 🦭@lustforlife 🐳 @LisaRichardsLtd 🐸 Mum🐠 YOU deserve your LOVE💛,"Galway, Ireland",19135,2015-06-21 21:45:09,6,"[{'text': 'Parenting', 'indices': [88, 98]}, {'text': 'CovidAnxiety', 'indices': [113, 126]}]",Trailer for tomorrow’s Listeners Questions Episode where we discuss #Parenting children with #CovidAnxiety #SleepProblems &amp; teens experiencing #LeavingCert stress and #Anxiety Don’t miss it! https://t.co/803X9CsXar
2021-03-17 19:52:25,colnoc77,Child & Adolescent Psychotherapist/ Assistant Prof UCD/ Author /Media Contributor / “Asking for a Parent” Podcast/ Dad,,6020,2011-10-05 22:30:45,6,"[{'text': 'Parenting', 'indices': [88, 98]}, {'text': 'CovidAnxiety', 'indices': [113, 126]}]",Trailer for tomorrow’s Listeners Questions Episode where we discuss #Parenting children with #CovidAnxiety #SleepProblems &amp; teens experiencing #LeavingCert stress and #Anxiety Don’t miss it! https://t.co/803X9CsXar
2021-03-17 19:49:15,AltaPointeHS,"Health and human services organization that promotes wellness through mental health, substance abuse, intellectual disabilities, and primary care services.","Mobile, Alabama",1748,2011-10-02 03:41:51,1,"[{'text': 'AltaPointe', 'indices': [124, 135]}, {'text': 'pandemicfatigue', 'indices': [136, 152]}]","AltaPointe Health wants you to know it is ok not to be okay. Pandemic Fatigue is real, and mental health help is available. #AltaPointe #pandemicfatigue   https://t.co/ajji57O1T7"
2021-03-17 19:34:38,Asking4aParent,A parenting podcast hosted by Dr Colman Noctor with a series of interviews with some well known guests and listeners questions.,,879,2020-10-03 13:36:39,6,"[{'text': 'Parenting', 'indices': [68, 78]}, {'text': 'CovidAnxiety', 'indices': [93, 106]}, {'text': 'SleepProblems', 'indices': [107, 121]}, {'text': 'LeavingCert', 'indices': [147, 159]}, {'text': 'Anxiety', 'indices': [171, 179]}]",Trailer for tomorrow’s Listeners Questions Episode where we discuss #Parenting children with #CovidAnxiety #SleepProblems &amp; teens experiencing #LeavingCert stress and #Anxiety Don’t miss it! https://t.co/803X9CsXar
2021-03-17 19:23:24,lune_pluie,"Observo un munt, però no dic molt. Confio en el meu intuïció...
#Blau💙 #BellesArts🎨🖌️ #BlueSoul #Blues #Jazz🎷 #Vegan🌱
#NoDMgràcies #NoPorno
🇪🇸 🇫🇷 🇮🇹",Gouttes de pluie de lune,5928,2020-07-07 21:51:16,37,"[{'text': 'flowers', 'indices': [43, 51]}, {'text': 'SpringIsComing', 'indices': [52, 67]}, {'text': 'DaylightSavingTime', 'indices': [68, 87]}, {'text': 'HamOnt', 'indices': [88, 95]}, {'text': 'photography', 'indices': [96, 108]}, {'text': 'ThePhotoHour', 'indices': [109, 122]}, {'text': 'Covidfatigue', 'indices': [123, 136]}]","And it was called Yellow
#flowers #SpringIsComing #DaylightSavingTime #HamOnt #photography #ThePhotoHour #Covidfatigue #hope https://t.co/ZYn2wAUOdB"
2021-03-17 19:20:12,ECholawsky,#SaaS Executive • IT & Customer Support Speaker • Stevie Award Winner • #Triathlete,California,537,2011-05-17 18:13:41,0,"[{'text': 'zoomfatigue', 'indices': [152, 164]}, {'text': 'covidfatigue', 'indices': [165, 178]}]","Feeling Zoom fatigue lately? Could be ""our current circumstances – whether lockdown, quarantine, working from home or otherwise – are also feeding in.""
#zoomfatigue #covidfatigue
https://t.co/LpWPSZ2a4Q"
2021-03-17 18:07:34,epi_twit,I retweet #EpiTwitter. I'm very polite; I only retweet a few per hour. Slack: https://t.co/eEfhQGQlvj Creator: @malco_barrett. Pic: @LSHTM. Logo: @andrewjfiore,Broad Street,43144,2018-10-23 05:07:27,1,[],"If you’re struggling to process this tough anniversary of a global tragedy, consider pre-ordering my book, with 30 lessons from history designed to help you do just that. 
#COVID19 #pandemiversary #pandemicfatigue #epitwitter #MedTwitter #twitterstorians 

https://t.co/TugofoRHpL"
2021-03-17 17:45:27,wurkfurniture,Würk in style! Office furniture that is designed and manufactured in Canada! Visit https://t.co/vXkRI2oFgk or call us at 905-670-9660.,"Mississauga, Ontario",325,2017-09-11 16:21:18,0,"[{'text': 'covidfatigue', 'indices': [227, 240]}, {'text': 'health', 'indices': [241, 248]}, {'text': 'worklifebalance', 'indices': [249, 265]}, {'text': 'performance', 'indices': [266, 278]}]","Is it getting harder to stay focused and get things done? Don't worry, the science knows why. And we are bringing you a guide on how to take care of yourself and your brain to optimize your performance. https://t.co/YF9jdMoyGn
#covidfatigue #health #worklifebalance #performance https://t.co/kbTEOVMZoM"
2021-03-17 17:39:52,DrAlman,"Tweets about wellness, stress, creativity, weight loss, meditation, mindfulness & mental fitness at https://t.co/w77E0gGsai & https://t.co/ghMPgXvaEI","San Diego, California",7326,2008-07-31 01:28:19,0,"[{'text': 'VEBACaliforniaSchools', 'indices': [84, 106]}, {'text': 'ACEsConnection', 'indices': [108, 123]}, {'text': 'Relish', 'indices': [124, 131]}, {'text': 'TruSage', 'indices': [137, 145]}, {'text': 'drbrianalman', 'indices': [146, 159]}, {'text': 'YourInnerVoice', 'indices': [161, 176]}, {'text': 'ToxicStress', 'indices': [177, 189]}, {'text': 'anxietyhelp', 'indices': [190, 202]}, {'text': 'CovidFatigue', 'indices': [203, 216]}, {'text': 'depressionhelp', 'indices': [217, 232]}, {'text': 'burnoutcoach', 'indices': [234, 247]}, {'text': 'yogaforall', 'indices': [248, 259]}, {'text': 'workstress', 'indices': [261, 272]}]","Stress Free Living

Don't tell yourself to relax; tell yourself to ENJOY relaxing!

#VEBACaliforniaSchools  #ACEsConnection #Relish.Life #TruSage #drbrianalman 
#YourInnerVoice #ToxicStress
#anxietyhelp #CovidFatigue #depressionhelp  #burnoutcoach #yogaforall  #workstress https://t.co/O0daEptZQM"
2021-03-17 17:00:43,cepikester,Grasping for some sense of sanity. Intolerant of any crazy Q crap. Crazies my go straight to Parler.,Northern Hemisphere,2343,2008-10-08 01:25:06,0,"[{'text': 'CovidFatigue', 'indices': [54, 67]}]","@kairyssdal Sigh. We saw this coming though, right. 

#CovidFatigue"
2021-03-17 16:46:00,Raffi_RC,Troubadour. children's champion. ecology advocate. @RaffiFoundation #ChildHonouring #ClimateEmergency🔥🌎 #BlackLivesMatter #BabyBeluga #BB40 #belugagrads,Canada ,126869,2011-03-18 18:40:06,0,"[{'text': 'pandemicblues', 'indices': [127, 141]}]",sometimes battling the random blahs and blues feels so tiring. and the eyes feel itchy from not crying. where's that ukulele.. #pandemicblues
2021-03-17 15:13:33,GrandHeronIntl,Grand Heron International (GHI) is your online service provider in the area of individual on-demand coaching.,,247,2017-10-14 15:29:30,0,"[{'text': 'coaching', 'indices': [209, 218]}, {'text': 'burnout', 'indices': [219, 227]}, {'text': 'pandemicfatigue', 'indices': [228, 244]}]","There are ways to deal with the effects of sustained and prolonged restrictions to our lives, as are outlined in this article. We'll add another, the power of a coaching conversation, when you need it most. 

#coaching #burnout #pandemicfatigue 

https://t.co/Ah2PFXOvFy"
2021-03-17 14:55:44,ReadingOldBoys,"Reading Old Boys Lodge, 3545. The lodge for former pupils, staff, parents and friends of Reading School - one of the oldest schools in the country, founded 1125",Reading,923,2014-11-09 15:13:55,1,"[{'text': 'fatigue', 'indices': [52, 60]}, {'text': 'covidfatigue', 'indices': [61, 74]}, {'text': 'burnout', 'indices': [75, 83]}, {'text': 'covidburnout', 'indices': [84, 97]}, {'text': 'tired', 'indices': [98, 104]}, {'text': 'depression', 'indices': [105, 116]}, {'text': 'anxiety', 'indices': [117, 125]}]",Fatigue is more than just tiredness. #fatigue #covidfatigue #burnout #covidburnout #tired #depression #anxiety #anxietywarrior #depression #invisibleillness #butyoudontlooksick #energy #selfcare #insomnia #wellness #counselling https://t.co/jklxOJ0BxQ https://t.co/ktF3ffZEjt
2021-03-17 14:45:42,brightuzb,"Bright Uzbekistan is a new International magazine covering the economy of Uzbekistan, as well as the export, import and investment potential of our country!",Uzbekistan,164,2021-01-11 09:21:03,0,"[{'text': 'pandemicfatigue', 'indices': [220, 236]}]","SECRETARY GENERAL OF THE TURKIC COUNCIL TOOK PART IN A HIGH-LEVEL ONLINE MEETING OF INTERNATIONAL ORGANIZATIONS DEDICATED TO OVERCOMING THE IMPACT OF THE PANDEMIC
@TurkicCouncil @anreyev @roadtransportza @PandemicAction #pandemicfatigue 

➡️https://t.co/H727psjVJY https://t.co/0xS789ygCY"
2021-03-17 14:26:26,pattymchugh1212,Daughter Mother Grandmother     ❤️🧡💛💚💙💜🤎🖤🤍#BuildBackBetter    #BidenHarris 🇺🇸🏳️‍🌈🇮🇪🇩🇪,Northeast Pennsylvania,101563,2011-02-24 13:18:41,73,"[{'text': 'pandemic', 'indices': [113, 122]}, {'text': 'pandemicfatigue', 'indices': [123, 139]}]","I can’t wait to drop some of these pandemic related folks I follow. 

Follow for more cartoons!

#pandemic #pandemicfatigue #COVID19 @Bob_Wachter @mlipsitch @ASlavitt @DrEricDing #epidemiologist #SocialMedia #comics #webcomic #webcomics #cartoon #CovidVaccine https://t.co/FvDKoW8FSV"
2021-03-17 14:26:10,SarahHermit,"Erstwhile ghostwriter, national press. Now putative fabric magnate. 50+ antisocial old git. Apolitical. Ex-Whitehall. Northern. Lived in France. OH @jonboyes","Somerset, UK",33169,2013-05-26 21:45:48,1,"[{'text': 'pandemicfatigue', 'indices': [108, 124]}]","It would be really helpful, at this stage, if I had underwear with the days of the week on them.
#pandemicfatigue"
2021-03-17 14:19:01,usdew,Chief Innovation Officer | Brand Strategy | New Media Council | Sustainable Business. Previously @Technicolor @Disney @ABCWorldNews,Favorite armchair,15186,2010-01-19 22:38:34,1,"[{'text': 'pandemicfatigue', 'indices': [97, 113]}]","It would be really helpful, at this stage, if I had underwear with the days of the week on them.
#pandemicfatigue"
2021-03-17 13:36:21,MCCarroll,Columnist | Writer | Terrorist Negotiator #Binders,"Aspen, Colorado",3128,2009-02-19 04:26:51,1,"[{'text': 'aspen', 'indices': [104, 110]}, {'text': 'colorado', 'indices': [111, 120]}, {'text': 'SpringBreak', 'indices': [121, 133]}, {'text': 'Texans', 'indices': [134, 141]}, {'text': 'pandemicfatigue', 'indices': [142, 158]}, {'text': 'WearAMask', 'indices': [159, 169]}]",My column in today's @TheAspenTimes: A welcome letter to spring breaking Texans https://t.co/XuHszH10Mf #aspen #colorado #SpringBreak #Texans #pandemicfatigue #WearAMask
2021-03-17 13:22:52,amandafromtx,🐚 Disciple + writer + speaker + people reacher helping rescue God’s loving design† in you. 💌 Podcast host: Love Letters. Home church: @lpconnect. subscribe⇣,"Dallas, TX",1662,2015-04-11 21:36:07,0,"[{'text': 'calling', 'indices': [245, 253]}, {'text': 'burnout', 'indices': [254, 262]}, {'text': 'pandemicfatigue', 'indices': [263, 279]}]","I think we hit a level of exhaustion when we knew all the self-sufficiency in the world could not change our circumstances: a collective crash.

Listen to my 4 Biggest Productivity Pitfalls here or on Google or Spotify: https://t.co/RE3Hq9Nv1w

#calling #burnout #pandemicfatigue"
2021-03-17 13:00:34,viralvideovlogs,"news news news and trends

https://t.co/2ScZqTGWgG",കേരളം,627462,2018-01-13 18:33:01,73,"[{'text': 'pandemic', 'indices': [113, 122]}, {'text': 'pandemicfatigue', 'indices': [123, 139]}]","I can’t wait to drop some of these pandemic related folks I follow. 

Follow for more cartoons!

#pandemic #pandemicfatigue #COVID19 @Bob_Wachter @mlipsitch @ASlavitt @DrEricDing #epidemiologist #SocialMedia #comics #webcomic #webcomics #cartoon #CovidVaccine https://t.co/FvDKoW8FSV"
2021-03-17 11:56:36,Remotenews,Navigating the #FakeNews jungle with #RealNews for #RadioStations across USA #Broadcaster #Journalist #antiracist #antitrumpism 📻🎙️,"New York, USA",125239,2009-07-23 18:58:10,0,"[{'text': 'Surge', 'indices': [95, 101]}, {'text': 'variants', 'indices': [102, 111]}, {'text': 'COVIDFatigue', 'indices': [112, 125]}]","It's not a beer, it's a way of life. On this new episode on Podomatic: https://t.co/HTZqovoB72 #Surge #variants #COVIDFatigue https://t.co/tP5oPRGT3K"
2021-03-17 11:47:04,AmyShaubMaddox,"cell bio research, sci comm teaching, parenting, mindfulness, working for peace; views my own",Ch,9060,2018-04-03 01:38:49,0,"[{'text': 'pandemiclife', 'indices': [150, 163]}, {'text': 'PandemicParenting', 'indices': [164, 182]}, {'text': 'pandemicfatigue', 'indices': [183, 199]}, {'text': 'pandemicanniversary', 'indices': [200, 220]}, {'text': 'SciTwitter', 'indices': [225, 236]}]","anyone else having trouble articulating the burning questions in their field for funding applications while levitating in the constant uncertainty of #pandemiclife #PandemicParenting #pandemicfatigue #pandemicanniversary 
?

#SciTwitter https://t.co/eT1ghacqCO"
2021-03-17 11:18:46,nesrinshaheen,"Founding President/Presidente fondatrice Anti-NMDA Receptor Encephalitis Foundation,Inc.","Ottawa, Ontario, Canada",4107,2011-10-28 00:18:05,5,[],"Wave 3 has started. To keep schools and daycares open, overall community transmission must be reduced. That means strong #publichealth measures focused on schools being last to close (including paid sick days). But it also means helping people with understandable #COVIDfatigue. https://t.co/C8AJWftHdi"
2021-03-17 11:14:23,Laura57218656,"Mother, Nurse, Creator, Educator, motto Restorative progression with inclusion required for pursuit of life liberty and justice.",,1914,2020-07-09 09:07:42,73,"[{'text': 'pandemic', 'indices': [113, 122]}, {'text': 'pandemicfatigue', 'indices': [123, 139]}]","I can’t wait to drop some of these pandemic related folks I follow. 

Follow for more cartoons!

#pandemic #pandemicfatigue #COVID19 @Bob_Wachter @mlipsitch @ASlavitt @DrEricDing #epidemiologist #SocialMedia #comics #webcomic #webcomics #cartoon #CovidVaccine https://t.co/FvDKoW8FSV"
2021-03-25 01:29:52,ALillyLacca,,"Michigan, USA",,Tue Jan 03 15:44:38 +0000 2012,,,"@MeaghanMick I *may* have cried at an episode of Diners, Drive-Ins, and Dives the other night featuring a restauran… https://t.co/3DUG8CcD4E"
2021-03-24 23:56:32,JazybluSarah,,United States,,Tue Dec 04 20:49:32 +0000 2012,,,"Take note US policy leaders, mothers are squeezing out their last drops of endurance. #pandemicfatigue
https://t.co/rgg2svuFGR"
2021-03-24 23:56:00,BurleighMatt,,"Burleigh Heads, Australia",,Mon Mar 30 13:05:59 +0000 2009,,,Could #ZoomFreeFriday combat your team's #ZoomFatigue &amp; #PandemicFatigue https://t.co/5WVkJI2miN
2021-03-24 23:15:21,kimbielak,,"Los Angeles, CA",,Wed Mar 25 04:02:31 +0000 2009,,,"Next Thursday! Join as Amanda Castilone, Lauren Fractor and I talk “The #NewNormal: How to adjust as the world open… https://t.co/7cwPLpcEdq"
2021-03-24 20:54:14,CMHAWECB,,"Windsor, Ontario, Canada",,Tue Aug 12 18:11:16 +0000 2014,,,"Are you experiencing COVID fatigue? 

Join the Working Towards Wellness webinar on March 30 at noon. Registration i… https://t.co/eaGeieJysi"
2021-03-24 17:45:09,BMLeadership,,"Hertfordshire, UK",,Wed Jun 15 10:43:23 +0000 2011,,,This week I'm sharing some tips and ideas for beating #pandemicfatigue in my latest blog series... #Leadership… https://t.co/NTd4Debs2P
2021-03-24 17:43:27,LiliShalevShawn,,,,Tue Jan 27 21:34:58 +0000 2009,,,"Great example of why empathetic, sensitive #leadership is also more effective, efficient &amp; smarter leadership.
""...… https://t.co/UHdBBS4Ajn"
2021-03-24 16:53:43,andrwstephen,,France,,Wed Apr 29 12:02:41 +0000 2009,,,"Good idea if it is Webex-free too .. @amartin171 @CarloBonalume 😃
#Covid19 #pandemicfatigue  https://t.co/hHgCIQL5VF"
2021-03-24 15:57:11,Inku_Lux,,Luxembourg,,Thu Oct 14 10:10:08 +0000 2010,,,This ↘️ explains well why loosening safety measures because of #pandemicfatigue comes with a boomerang 🪃 effect https://t.co/58rOdLnBJ8
2021-03-24 15:51:49,Schmetail,,"Minneapolis,  MN",,Wed Oct 23 18:35:52 +0000 2013,,,RETAILERS CAN HELP CUSTOMERS FIGHT 'PANDEMIC FATIGUE' Retailers and brands can help replace feelings of gloom and m… https://t.co/wCNKBXGi2A
2021-03-24 14:59:37,designotter,,"Greater Boston Area, USA",,Sat Feb 23 16:29:54 +0000 2013,,,"I think a sign of #pandemicfatigue is the inability to stop thinking about stuff like this. 

I don't eat CTC, so n… https://t.co/TWePrsUjvE"
2021-03-24 14:52:45,AnneBaum,,,,Wed Dec 09 14:22:17 +0000 2009,,,Great idea from the new @Citi CEO to lessen #pandemicfatigue.  Are you taking steps to maintain a healthy balance?… https://t.co/KMnGL8wJdZ
2021-03-24 14:48:32,rekhadixit123,,,,Sun Sep 28 11:10:13 +0000 2014,,,"#Pandemicfatigue driving #secondwave?
https://t.co/HMiEhrfc6x @MoHFW_INDIA #COVID19 #IndiaFightsCorona @TheWeekLive"
2021-03-24 14:25:09,CometsixSim,,"Houston, Texas",,Wed Mar 20 11:27:56 +0000 2013,,,#DisneyWorld50 has unveiled special license plate to celebrate anniversary. Finally getting out after… https://t.co/0MBA9PdMJq
2021-03-24 12:39:43,TheMarketingAnu,,"London, England",,Fri Apr 21 11:28:49 +0000 2017,,,It is taking a lot of energy to keep sane and together during these pandemic times. So even if it feels like you di… https://t.co/yW7NXG5qbK
2021-03-24 12:30:13,JimMcWilliams5,,,,Wed Feb 04 19:11:49 +0000 2015,,,"@lbblackford I'd chalk it up to #PandemicFatigue or #SpringFever or both. #MaskUpKentucky, your life depends on it."
2021-03-24 10:31:52,scoopster73,,"Ontario, Canada",,Thu Jun 13 00:27:34 +0000 2013,,,"I've long since had enough of the #pandemic, and I'm angry with what I've been seeing.  #pandemicfatigue #planning… https://t.co/GyVMPKSnp1"
2021-03-24 10:23:13,markshrime,,"Boston, MA",,Tue Feb 15 03:53:31 +0000 2011,,,“That I am fatigued does not mean that I want the government to give up fighting this pandemic. Quite the opposite.… https://t.co/N8rQaT2WJz
2021-03-24 04:49:58,JDIQ,,"Chicago, IL",,Tue Apr 07 07:17:10 +0000 2009,,,Way to set a humane precedent to  overcome #pandemicfatigue!! https://t.co/h7cVVmI4Us
2021-03-23 23:40:27,Q5_English,,대한민국,,Tue Nov 28 13:22:49 +0000 2017,,,#구독 #좋아요 #애청 #공유 #영어표현 #생활영어 #영어공부 #팬데믹 #피로 #시점 #유튜브 #유튜버 #point #pandemicfatigue #q5english #youtube #subscribe #… https://t.co/xuygOz9NSi
