,created_at,username,acctdesc,location,total_tweets_created,account_creation_date,retweetcounts,hashtags,tweet_text,clean_text,word_count,emojis,emoji_count
117,2021-03-26 22:59:02,BruSpective,News junkie/weather nerd/photog/musician. Former Anthropomorphic test device. Might help explain my perspective. I also put Sriracha on everything!,"Greater Vancouver, B.C.",6102,2013-08-05 23:32:18,1,[],"Lynda, I feel it too, but more like dragging myself hand over fist to reach the finish line! Also the finish line keeps moving.  😨
       #pandemicfatigue https://t.co/j1RjUN2jlV",lynda i feel it too but more like dragging myself hand over fist to reach the finish line also the finish line keeps moving pandemicfatigue,25,😨,1
118,2021-03-26 22:49:13,reallyrabbit,"In this fangirling world, MAINE @mainedcm is my CONSTANT. 👸 KDrama, now a variable 😉",,398016,2009-05-15 03:02:21,0,"[{'text': 'pandemicblues', 'indices': [144, 158]}]","Reality hits and its so hard...

When two of your friends tested positive. 

But all these will pass, just like everything else in the past. 🙏

#pandemicblues https://t.co/jCzNp5jUqy",reality hits and its so hard when two of your friends tested positive but all these will pass just like everything else in the past pandemicblues,26,🙏,1
119,2021-03-26 22:30:33,EKraus38,"she/her, Writer, Professor, Private Consultant, Business Owner, Marketing Executive, Advocate and Ally.","Washington, USA",3243,2016-06-12 01:52:56,0,"[{'text': 'pandemic', 'indices': [201, 210]}, {'text': 'pandemicfatigue', 'indices': [211, 227]}, {'text': 'pandemiclife', 'indices': [228, 241]}, {'text': 'collegelife', 'indices': [242, 254]}]",The word cloud they developed brought me back to the remembrance that these are remarkable young people who are living through unprecedented hardahip — and we need to cut all of them a lot more slack! #pandemic #pandemicfatigue #pandemiclife #collegelife,the word cloud they developed brought me back to the remembrance that these are remarkable young people who are living through unprecedented hardahip and we need to cut all of them a lot more slack pandemic pandemicfatigue pandemiclife collegelife,39,,0
120,2021-03-26 22:17:12,thomasmarinojr,"Canadiense pero nacido en venezuela y venezolano de corazon. Love all kind of sports . Great travel consultant. Canucks,whitecaps, lions and man u biggest fan",vancouver bc canada,586196,2009-03-12 05:18:41,13,"[{'text': 'pandemicfatigue', 'indices': [106, 122]}]",Friday.  Finally.  Anyone else feel like they're crawling to the finish line these days?  #pandemicfatigue,friday finally anyone else feel like they're crawling to the finish line these days pandemicfatigue,15,,0
121,2021-03-26 22:06:11,LeighYoungArt,Illustrator and Graphic Designer,Canada,16092,2009-03-12 15:43:15,0,"[{'text': 'covidfatigue', 'indices': [87, 100]}]",That too-much-to-choose-from-and-you-don’t-really-feel-like-watching-anything feeling. #covidfatigue https://t.co/9oFPUT3bTD,that too much to choose from and you dont really feel like watching anything feeling covidfatigue,16,,0
122,2021-03-26 20:38:06,PinkNerd3,"IT Systems/ Change Analyst studying MSc Computer Science, AI and Cybersecurity 🤓😎 #pinknerd #techlover 🖥 💃🏿",United Kingdom,1347,2011-04-26 18:11:29,0,"[{'text': 'lockdown', 'indices': [193, 202]}, {'text': 'lockdown2021', 'indices': [203, 216]}, {'text': 'life', 'indices': [217, 222]}, {'text': 'FridayThoughts', 'indices': [223, 238]}, {'text': 'FridayFeeling', 'indices': [239, 253]}, {'text': 'pandemicfatigue', 'indices': [254, 270]}, {'text': 'weekend', 'indices': [271, 279]}]","I look forward to the weekends... Friday night takeaway, fall asleep on the sofa, go to bed with indegestion... wake up with acid reflux, study, eat again, afternoon nap on the sofa... repeat. #lockdown #lockdown2021 #life #FridayThoughts #FridayFeeling #pandemicfatigue #weekend https://t.co/gKuzgsYKaL",i look forward to the weekends friday night takeaway fall asleep on the sofa go to bed with indegestion wake up with acid reflux study eat again afternoon nap on the sofa repeat lockdown lockdown2021 life fridaythoughts fridayfeeling pandemicfatigue weekend,40,,0
123,2021-03-26 18:39:39,JustinC99,"Family, Faith, Knowledge, Passion, Sports,Insurance Agent and avid politcal junkie. Love the Oilers. BC Lions, golf and my home church.","ÜT: 49.072495,-121.959201",53433,2009-04-17 15:10:04,1,[],"Lately  every morning feels like a Monday morning....at least when you realize it isn't Monday it feels better! 😄
#groundhogday
RT @steeletalk: Friday.  Finally.  Anyone else feel like they're crawling to the finish line these days?  #pandemicfatigue",lately every morning feels like a monday morning at least when you realize it isn't monday it feels better groundhogday rt steeletalk friday finally anyone else feel like they're crawling to the finish line these days pandemicfatigue,37,😄,1
124,2021-03-26 18:30:27,GOBankingRates,GOBankingRates - Helping you #LiveRicher.,"Los Angeles, CA",51644,2009-02-16 16:45:17,0,"[{'text': 'zoom', 'indices': [90, 95]}, {'text': 'pandemicfatigue', 'indices': [96, 112]}, {'text': 'covid19', 'indices': [113, 121]}, {'text': 'wfh', 'indices': [122, 126]}]",“Zoom-Free Fridays” to push back against pandemic fatigue for remote workers? Count us in #zoom #pandemicfatigue #covid19 #wfh https://t.co/8ODAIq0EQc,zoom free fridays to push back against pandemic fatigue for remote workers count us in zoom pandemicfatigue covid19 wfh,19,,0
125,2021-03-26 18:07:42,LavaletteAstrid,"Humanity is like fingers on a hand, each one is different but we are all connected as ONE.
#poetry #co-author #GH3 🚫 DM
My words are less but my deeds are more","Enschede, Nederland 🇳🇱 ",125583,2016-02-24 16:46:24,1,"[{'text': 'covid19', 'indices': [95, 103]}, {'text': 'covid19sucks', 'indices': [104, 117]}, {'text': 'covidfatigue', 'indices': [118, 131]}]","Taking a break is okay... Covid Fatigue is Real. We all experience it. It’ll

#covid19 #covid19sucks #covidfatigue #takeabreak #begentle #bewell https://t.co/Gp8dqUw4fZ",taking a break is okay covid fatigue is real we all experience it itll covid19 covid19sucks covidfatigue takeabreak begentle bewell,20,,0
126,2021-03-26 17:53:29,Rima040,Zen practitioner | Economist| Investor| Advisor| Novelist| Tech Investment Banker| Views are personal |Contact info: rima.smca@gmail.com|,"Manhattan, New York",387,2014-01-24 11:12:38,0,"[{'text': 'workfromhome', 'indices': [61, 74]}, {'text': 'burnedoutemployees', 'indices': [75, 94]}, {'text': 'burnout', 'indices': [95, 103]}, {'text': 'pandemicfatigue', 'indices': [104, 120]}, {'text': 'nomoreremotework', 'indices': [121, 138]}, {'text': 'wewanttoresumeworkatsite', 'indices': [139, 164]}]","Hey you. Yes, you. Stop overworking https://t.co/DS24YdhePW  #workfromhome #burnedoutemployees #burnout #pandemicfatigue #nomoreremotework #wewanttoresumeworkatsite",hey you yes you stop overworking workfromhome burnedoutemployees burnout pandemicfatigue nomoreremotework wewanttoresumeworkatsite,12,,0
127,2021-03-26 17:10:07,AgeingWellBH,"We help people aged 50+ in Brighton & Hove find activities, groups, trips, befriending, and information in order to get the best from life.
T:  07770 061 072",Brighton & Hove,2511,2019-08-21 09:38:48,0,"[{'text': 'brightonandhove', 'indices': [96, 112]}, {'text': 'letsconnect', 'indices': [113, 125]}, {'text': 'communitysupport', 'indices': [126, 143]}, {'text': '50plusandfabulous', 'indices': [144, 162]}, {'text': 'loneliness', 'indices': [163, 174]}, {'text': 'covidfatigue', 'indices': [175, 188]}, {'text': 'isolationlife', 'indices': [189, 203]}, {'text': 'isolationcreation', 'indices': [204, 222]}, {'text': 'thingstodo', 'indices': [223, 234]}, {'text': 'activities', 'indices': [235, 246]}]","Download your activity pack now courtesy of The Hop 50+ Community team. https://t.co/cbh3EKjHTa
#brightonandhove #letsconnect #communitysupport #50plusandfabulous #loneliness #covidfatigue #isolationlife #isolationcreation #thingstodo #activities https://t.co/2EwCSU8tFn",download your activity pack now courtesy of the hop 50 community team brightonandhove letsconnect communitysupport 50plusandfabulous loneliness covidfatigue isolationlife isolationcreation thingstodo activities,22,+,1
128,2021-03-26 16:42:22,TinaHock2,,"Chicago, IL",590,2012-04-04 23:31:07,1,"[{'text': 'HappyFriday', 'indices': [21, 33]}, {'text': 'Maryville', 'indices': [97, 107]}]","#HappyFriday! Our amazing Exec Dir Sr. Cathy launched """"Friday Surprise"""" for #Maryville's staff last wk as a way to keep our spirits up &amp; to combat #covidfatigue. It was #icecream last Friday &amp; today, it's #proteinbars with a very special sticker. 
What a great #pickmeupper! https://t.co/rXfS8XV25q",happyfriday our amazing exec dir sr cathy launched friday surprise for maryville's staff last wk as a way to keep our spirits up and to combat covidfatigue it was icecream last friday and today it's proteinbars with a very special sticker what a great pickmeupper,45,,0
129,2021-03-26 16:30:58,NVCCounsellor,Compassionate Counselling for Stressful Times: for women who want compassionate & effective ways to cope with stress and feel better about themselves.,"Leeds and Grenville, Ontario",10057,2009-03-12 11:46:07,0,"[{'text': 'mentalhealth', 'indices': [213, 226]}, {'text': 'TalkWellness', 'indices': [227, 240]}, {'text': 'PandemicFatigue', 'indices': [241, 257]}]","Why it so important to fully metabolize our stress and understand the difference between stress and stressor?

Read the full article: Soothe, Discharge &amp; Nourish ~ Bend: The Podcast
▸ https://t.co/d1K13UUDvL

#mentalhealth #TalkWellness #PandemicFatigue https://t.co/Dx0hmVnSoG",why it so important to fully metabolize our stress and understand the difference between stress and stressor read the full article soothe discharge and nourish bend the podcast mentalhealth talkwellness pandemicfatigue,31,▸,1
130,2021-03-26 15:46:12,CanLightSource,"Scientists from around the world use our synchrotron, the brightest light in Canada, for ground-breaking research in health, agriculture, environment and energy","Saskatoon, Canada",8678,2011-02-10 18:48:16,1,"[{'text': 'pandemic', 'indices': [32, 41]}, {'text': 'workingfromhome', 'indices': [60, 76]}, {'text': 'masks', 'indices': [86, 92]}, {'text': 'socialdistancing', 'indices': [94, 111]}, {'text': 'pandemicfatigue', 'indices': [172, 188]}, {'text': 'Science', 'indices': [227, 235]}, {'text': 'staysafe', 'indices': [270, 279]}]","It's been over a year since the #pandemic began. We've been #workingfromhome, wearing #masks, #socialdistancing &amp; more to keep our communities safe. As the world faces #pandemicfatigue, we encourage you to remain vigilant. #Science gives us all hope for the future. #staysafe https://t.co/NMPqOXpoEJ",it's been over a year since the pandemic began we've been workingfromhome wearing masks socialdistancing and more to keep our communities safe as the world faces pandemicfatigue we encourage you to remain vigilant science gives us all hope for the future staysafe,42,,0
131,2021-03-26 15:22:32,usask_CME,,,522,2017-08-30 21:31:26,0,"[{'text': 'PandemicFatigue', 'indices': [15, 31]}, {'text': 'COVID19', 'indices': [125, 133]}]",It’s all about #PandemicFatigue in the 2nd set of short snappers. Dal Lynds speaks on successes &amp; challenges in treating #COVID19 in rural Sask as he details My Rural Crusade Against the Evil COVID. https://t.co/mNmiYO2CrH,its all about pandemicfatigue in the 2nd set of short snappers dal lynds speaks on successes and challenges in treating covid19 in rural sask as he details my rural crusade against the evil covid,34,,0
132,2021-03-26 14:40:14,vannobrien,The voices in my head become stories. What else would I do with them?,"Austin, TX",245,2009-03-19 13:57:49,0,"[{'text': 'pandemicfatigue', 'indices': [80, 96]}]","I want to go to the movies. Or eat at a restaurant. Or, you know, put on pants. #pandemicfatigue",i want to go to the movies or eat at a restaurant or you know put on pants pandemicfatigue,19,,0
133,2021-03-26 13:04:10,elfin_market,"We’re building an affordable alternative to credit cards.💰 Same borrowing flexibility, minus the sky-high prices. 🚀#fintech #p2plending",United Kingdom,345,2017-11-17 10:20:36,0,"[{'text': 'pandemicfatigue', 'indices': [133, 149]}, {'text': 'solutions', 'indices': [150, 160]}, {'text': 'workingfromhome', 'indices': [161, 177]}]","Great to see big banking institutes taking employee wellbeing seriously 🙌

'“We are all feeling the weariness,” wrote Ms. Fraser...

#pandemicfatigue #solutions #workingfromhome 

https://t.co/wz2H565TTc",great to see big banking institutes taking employee wellbeing seriously we are all feeling the weariness wrote ms fraser pandemicfatigue solutions workingfromhome,22,🙌,1
134,2021-03-26 10:45:06,BMLeadership,Leadership Mentor | Performance Coach | Keynote Speaker | Best Selling Author. https://t.co/bupO7c5QUt #LeadOn,"Hertfordshire, UK",10748,2011-06-15 10:43:23,0,"[{'text': 'pandemicfatigue', 'indices': [106, 122]}, {'text': 'Leadership', 'indices': [123, 134]}, {'text': 'Remoteteams', 'indices': [135, 147]}, {'text': 'COVID19', 'indices': [148, 156]}]","In the first of a 2-part blog series I'm sharing some tips for all you leaders out there to help beat the #pandemicfatigue #Leadership #Remoteteams #COVID19
https://t.co/eYfKErhzim https://t.co/gv7P7xR3kL",in the first of a 2 part blog series i'm sharing some tips for all you leaders out there to help beat the pandemicfatigue leadership remoteteams covid19,27,,0
135,2021-03-26 10:09:20,waldenwriter,"I am a writer of speculative fiction, a weaver of worlds and the fates of those in them. I want to impact people, to enchant them, and to get them reading.","San Diego, CA",3780,2009-06-04 17:03:19,0,"[{'text': 'COVID19', 'indices': [29, 37]}, {'text': 'covidblues', 'indices': [38, 49]}, {'text': 'orangetier', 'indices': [50, 61]}]",C'mon SD...let's get there!! #COVID19 #covidblues #orangetier // https://t.co/C8YsIFD7Rv,c'mon sd let's get there covid19 covidblues orangetier,8,,0
136,2021-03-26 10:06:09,waldenwriter,"I am a writer of speculative fiction, a weaver of worlds and the fates of those in them. I want to impact people, to enchant them, and to get them reading.","San Diego, CA",3780,2009-06-04 17:03:19,0,"[{'text': 'FirstWorldProblems', 'indices': [21, 40]}, {'text': 'covidblues', 'indices': [41, 52]}, {'text': 'acnh', 'indices': [53, 58]}, {'text': 'AnimalCrossingNewHorizons', 'indices': [59, 85]}]",Man don't I know it. #FirstWorldProblems #covidblues #acnh #AnimalCrossingNewHorizons (Source: https://t.co/6f1FlO8icF) https://t.co/e05HF2CcxA,man don't i know it firstworldproblems covidblues acnh animalcrossingnewhorizons source,10,,0
137,2021-03-26 09:41:16,ThePeopleGuru,Mom. HR. Contributor at Global News Morning. Hoping for peace on earth and love for one and all.,"Montreal, Quebec, Canada",1991,2012-03-25 01:14:05,1,[],"Just your midday reminder to take a well-deserved break...  

There's absolutely nothing productive about burning yourself out.  😏 

#WHC #dailyreminder #takeabreak #breaktime #selflove #takebreaks #smallbusinessowner #wfh #workfromhome #wfhlife #covidblues #mtlmoments https://t.co/gubsh3foVa",just your midday reminder to take a well deserved break there's absolutely nothing productive about burning yourself out whc dailyreminder takeabreak breaktime selflove takebreaks smallbusinessowner wfh workfromhome wfhlife covidblues mtlmoments,30,😏,1
138,2021-03-26 09:39:00,CorcaighO,Níl mé ach fear amháin ó Corcaigh,Cork,5757,2019-11-13 10:03:26,2,[],"Here's a good one for the media to have a look at? @alisonoconn @TodaywithClaire @KatieGHannon . Two of our best scientists differing &amp; debating """"pandemic fatigue""""... I would like to hear more...Are we talking ourselves into something? #COVID19ireland #pandemicfatigue https://t.co/mCkbYKTijA",here's a good one for the media to have a look at alisonoconn todaywithclaire katieghannon two of our best scientists differing and debating pandemic fatigue i would like to hear more are we talking ourselves into something covid19ireland pandemicfatigue,39,,0
139,2021-03-26 07:20:06,mindfulenglish,Classroom Management through a Social and Emotional Learning Lens ✨https://t.co/G1wIXMapyQ,Spain,155,2017-07-24 10:31:18,0,"[{'text': 'pandemicfatigue', 'indices': [80, 96]}, {'text': 'wellbeing', 'indices': [97, 107]}]",9 Mindfulness Exercises to Help you Manage COVID Stress https://t.co/iD3Ytchzmx #pandemicfatigue #wellbeing,9 mindfulness exercises to help you manage covid stress pandemicfatigue wellbeing,11,,0
140,2021-03-26 04:29:08,watergrrl13,"Sports, literature, food, travel, beer, whisky.....","Chicago, IL",3351,2011-07-02 08:31:55,0,"[{'text': 'staythecourse', 'indices': [198, 212]}, {'text': 'covidfatigue', 'indices': [213, 226]}]",Im exhausted.  With work. With the pandemic. With the thought of returning to being SOCIAL again. With not knowing when I’ll be vaccinated. With the pain of missing my family. But the end is near.  #staythecourse #covidfatigue,im exhausted with work with the pandemic with the thought of returning to being social again with not knowing when ill be vaccinated with the pain of missing my family but the end is near staythecourse covidfatigue,37,,0
141,2021-03-26 03:53:08,azharieazharou,I code everyday.  Software engineer at Tokopedia,"Jakarta Selatan, DKI Jakarta",3298,2010-05-31 10:58:43,0,"[{'text': 'PandemicFatigue', 'indices': [56, 72]}]",I just reviewing one of team mate‘s code and find this. #PandemicFatigue https://t.co/KJ2RcdNA1Y,i just reviewing one of team mates code and find this pandemicfatigue,12,,0
142,2021-03-26 03:46:09,michp13,"Mom of 2 boys with a Passion for all things Travel related, and just a lover of news in general!",,631,2010-06-05 00:09:11,0,"[{'text': 'lockdown', 'indices': [153, 162]}, {'text': 'covidfatigue', 'indices': [163, 176]}]","1 year ago today we thought we were in for 3 weeks of lockdown.... 365 days later and we’re still going, at a lower level but still with restrictions. 😩😷#lockdown #covidfatigue",1 year ago today we thought we were in for 3 weeks of lockdown 365 days later and were still going at a lower level but still with restrictions lockdown covidfatigue,31,😩😷,2
143,2021-03-26 03:26:07,nonadinamoni,,"Phoenix, US",12020,2010-05-18 06:35:07,0,"[{'text': 'One', 'indices': [3, 7]}, {'text': 'One', 'indices': [18, 22]}, {'text': 'Mammotty', 'indices': [59, 68]}, {'text': 'mamookka', 'indices': [69, 78]}, {'text': 'movie', 'indices': [79, 85]}, {'text': 'covidblues', 'indices': [86, 97]}]","To #One or not to #One as it is releasing in Phoenix, USA! #Mammotty #mamookka #movie #covidblues",to one or not to one as it is releasing in phoenix usa mammotty mamookka movie covidblues,17,,0
144,2021-03-26 02:50:02,YounesAouad,"Faith, Family, Life, Music, Art, Science, Sports, Food & Pursuit of Happiness 🇲🇦. #Coexist #BlackLivesMatter #TogetherBlue | Not 🐴 Nor 🐘",#Fez,9157,2009-05-12 18:30:00,0,"[{'text': 'CovidFatigue', 'indices': [25, 38]}, {'text': 'Sigh', 'indices': [39, 44]}]",13 months and counting.. #CovidFatigue #Sigh 🤦🏻‍♂️,13 months and counting covidfatigue sigh,6,🤦🏻‍♂️,5
145,2021-03-25 23:37:33,Brian_dub_,“the music gets louder. the lights swirl faster. and the chap who freaks out just hasn’t passed the acid test” 38 @chembros shows since ‘97 #NoGeography,"Dublin,Ireland",5739,2009-01-23 23:13:12,0,"[{'text': 'covidfatigue', 'indices': [18, 31]}]","I definitely have #covidfatigue in month 3 of this lockdown, but I’m still following the rules and not being a dick. But I might drive 6km more than I’m allowed for a McDonald’s tomorrow.",i definitely have covidfatigue in month 3 of this lockdown but im still following the rules and not being a dick but i might drive 6km more than im allowed for a mcdonalds tomorrow,34,,0
146,2021-03-25 21:15:18,ElenaPanizo,Onco-hematóloga Pediátrica y mamá a jornada completa,Madrid,816,2011-05-09 07:23:15,1,"[{'text': 'PandemicFatigue', 'indices': [86, 102]}]","“I want the goverment to motivate me, to make it easier” Please help us to fight this #PandemicFatigue https://t.co/uYho37uRU6",i want the goverment to motivate me to make it easier please help us to fight this pandemicfatigue,18,,0
147,2021-03-25 20:45:05,Alun_Price,"Grandfather, Father, Husband, Scientist, Priest. @OneKathTwoJohns @givenfreely2all keeper of goats, chickens and wild rabbits.",Doncaster,2990,2009-04-15 15:19:21,0,"[{'text': 'pandemiclife', 'indices': [123, 136]}, {'text': 'pandemicdeath', 'indices': [137, 151]}, {'text': 'pandemicblues', 'indices': [152, 166]}]","In a year of poo today has been the pooiest - I’ve needed prayer, presseco and Christmas pudding and custard this evening. #pandemiclife #pandemicdeath #pandemicblues",in a year of poo today has been the pooiest ive needed prayer presseco and christmas pudding and custard this evening pandemiclife pandemicdeath pandemicblues,24,,0
148,2021-03-25 19:40:24,cmiller237,"Still a Data Center nerd. Interests: Science, Tech, AI, HPC, social media.
Pronouns: She/Her/Hers",Central New Jersey,24170,2008-01-26 16:23:23,0,"[{'text': 'pandemicfatigue', 'indices': [78, 94]}, {'text': 'finance', 'indices': [103, 111]}]",Citigroup CEO Jane Fraser calls for Zoom-Free Fridays and new bank holiday as #pandemicfatigue grows - #finance https://t.co/dmvIcXkkLM,citigroup ceo jane fraser calls for zoom free fridays and new bank holiday as pandemicfatigue grows finance,17,,0
149,2021-03-25 19:31:58,sarahsmile723,#TeamPeteForever #TeamBidenHarris #BDC #BidenCoalition #JoeOssoff4Senate #Creatives4Democracy 🐝😎☘️💙🇺🇸,"Quincy, MA",6215,2011-08-25 02:24:35,0,"[{'text': 'pandemicblues', 'indices': [58, 72]}, {'text': 'murphyslaw', 'indices': [73, 84]}, {'text': 'southie', 'indices': [85, 93]}, {'text': 'LStreet', 'indices': [94, 102]}]","@murphys_law_southie still there but all boarded up. 😢☘️😔 #pandemicblues #murphyslaw #southie #LStreet @ South Boston, Massachusetss https://t.co/TQOL6JfXE0",murphys_law_southie still there but all boarded up pandemicblues murphyslaw southie lstreet south boston massachusetss,14,😢☘️😔,4
150,2021-03-25 19:27:55,TheMarketingAnu,"Digital Marketer -
I love sharing marketing tips & interacting with GIFs 😏 -
Host of the weekly #PPCChat Roundup podcast #linkinbio #marketingtwitter","London, England",3702,2017-04-21 11:28:49,1,[],"It is taking a lot of energy to keep sane and together during these pandemic times. So even if it feels like you didn't move around a lot but still feel tired at the end of the day - that's okay. Staying positive on it's own is tiring. 

#pandemicfatigue
#stillfeelingit",it is taking a lot of energy to keep sane and together during these pandemic times so even if it feels like you didn't move around a lot but still feel tired at the end of the day that's okay staying positive on it's own is tiring pandemicfatigue stillfeelingit,49,,0
151,2021-03-25 19:18:07,beyondthetitle,Entertainment writer who writes with his nose! Author of Adapted and Beyond The Title: The Yearbook https://t.co/je14EqmjOD,Isle of Wight,921,2015-09-30 13:04:20,0,"[{'text': 'NEWS', 'indices': [12, 17]}, {'text': 'COVID19', 'indices': [74, 82]}, {'text': 'covidfatigue', 'indices': [133, 146]}]","When is the #NEWS going to stop formulaic stories about industries hit by #COVID19 ...we get it, everyone and everything is screwed! #covidfatigue",when is the news going to stop formulaic stories about industries hit by covid19 we get it everyone and everything is screwed covidfatigue,23,,0
152,2021-03-25 17:29:43,BHLibraries,"Official Twitter account for Brighton & Hove City Council Libraries. Awarded Library of Sanctuary in 2020. 
Please see our website for full list of services.",Brighton & Hove,17200,2010-10-20 15:30:11,1,"[{'text': 'brightonandhove', 'indices': [114, 130]}]","Download your activity pack now courtesy of The Hop 50+ Community team. https://t.co/cbh3EKjHTa
#brightonandhove #letsconnect #communitysupport #50plusandfabulous #loneliness #covidfatigue #isolationlife #isolationcreation #thingstodo #activities https://t.co/TllhYRVgEp",download your activity pack now courtesy of the hop 50 community team brightonandhove letsconnect communitysupport 50plusandfabulous loneliness covidfatigue isolationlife isolationcreation thingstodo activities,22,+,1
153,2021-03-25 16:34:50,meh1rad,"Doc of Structure and Quality, Interpreter of Abdominal Imaging, moving to where the puck is going to be (she/her)",Emory University Healthcare,2181,2011-05-21 12:21:23,0,"[{'text': 'pandemicfatigue', 'indices': [120, 136]}, {'text': 'SAR21', 'indices': [137, 143]}]",@cvsantil reminding us that the reading room is just one of the rooms where we spend time in our lives @SocAbdRadiology #pandemicfatigue #SAR21 https://t.co/By4ppYnNJo,cvsantil reminding us that the reading room is just one of the rooms where we spend time in our lives socabdradiology pandemicfatigue sar21,23,,0
154,2021-03-25 16:28:36,NicolaCalder7,"I like dogs, science, nature, tech, healthcare, films, music and Kate Bush. I don’t like quackery or Christmas food. Mince pies ugh. She/Her. My views.","Planet Earth, mostly Yorkshire",14756,2016-12-08 17:20:46,0,"[{'text': 'pandemicblues', 'indices': [95, 109]}]",Today I am simply not strong enough to listen to Laura Marling without breaking down. Jeez.....#pandemicblues,today i am simply not strong enough to listen to laura marling without breaking down jeez pandemicblues,17,,0
155,2021-03-25 16:09:59,Carrot_Health,"We provide consumer insights for every individual person in the United States to engage patients and members, close gaps in care, and optimize performance.","Minneapolis, MN",1444,2015-02-25 17:52:48,0,"[{'text': 'Pandemicfatigue', 'indices': [0, 16]}, {'text': 'mentalhealth', 'indices': [34, 47]}]","#Pandemicfatigue is impacting our #mentalhealth (&amp; we're not recommending vacation just yet), but data shows that travel *does* correlate with lower health risk. Check out the health reasons you may want to book that trip as soon as it's safe. https://t.co/ugGZfEWUoO",pandemicfatigue is impacting our mentalhealth and we're not recommending vacation just yet but data shows that travel does correlate with lower health risk check out the health reasons you may want to book that trip as soon as it's safe,40,,0
156,2021-03-25 15:28:55,WindsorEssexLIP,The Windsor Essex Local Immigration Partnership (WE LIP) strives to help make Windsor-Essex a more welcoming and inclusive community.,"Windsor, Ontario",2810,2017-02-25 21:29:28,4,[],"Are you experiencing COVID fatigue? 

Join the Working Towards Wellness webinar on March 30 at noon. Registration is FREE. 
https://t.co/MukGIVLwWG

#pandemicfatigue #wellness #webinar #mentalhealth https://t.co/1mRkJlAMVD",are you experiencing covid fatigue join the working towards wellness webinar on march 30 at noon registration is free pandemicfatigue wellness webinar mentalhealth,23,,0
157,2021-03-25 13:49:03,InkIvy2,"Artistic human hoping to share joy through illustration.  
Life is beautiful. Life is difficult.  Be kind. 

 Hi Twitter verse. 👋",,41,2021-03-18 21:15:21,0,"[{'text': 'ArtistOnTwitter', 'indices': [165, 181]}, {'text': 'Illustrations', 'indices': [182, 196]}, {'text': 'pandemicfatigue', 'indices': [197, 213]}]","Nap-a-saurus. 

Pandemic fatigue. We are less physically  busy than we have ever been.  That slack gets eaten up by the emotional and mental weight of the moment. 

#ArtistOnTwitter #Illustrations #pandemicfatigue https://t.co/ohpjFFhfzl",nap a saurus pandemic fatigue we are less physically busy than we have ever been that slack gets eaten up by the emotional and mental weight of the moment artistontwitter illustrations pandemicfatigue,32,,0
158,2021-03-25 13:22:04,tom_sobel,"Therapist in London! Music, travel, mental health advocacy, and blogging. Accepting new clients. Views are my own. Cis gendered male (he/him).","London, England",1751,2016-10-02 08:01:46,0,"[{'text': 'socialanxiety', 'indices': [174, 188]}, {'text': 'covidanxiety', 'indices': [189, 202]}, {'text': 'dating', 'indices': [203, 210]}, {'text': 'covidfatigue', 'indices': [211, 224]}, {'text': 'counselling', 'indices': [225, 237]}]","Good article @Independent  about dating post-covid after a year of social distancing. I'm already seeing clients with increased social anxiety as lockdown restrictions ease. #socialanxiety #covidanxiety #dating #covidfatigue #counselling 
https://t.co/WXbmUknRh0",good article independent about dating post covid after a year of social distancing i'm already seeing clients with increased social anxiety as lockdown restrictions ease socialanxiety covidanxiety dating covidfatigue counselling,30,,0
159,2021-03-25 13:05:47,AutisticMadeArt,he/him #ActuallyAutistic #EDS,United Kingdom,34989,2016-03-16 21:29:16,2,"[{'text': 'Coronavirus', 'indices': [19, 31]}, {'text': 'pandemicfatigue', 'indices': [56, 72]}]","#Coronavirus doesn’t care about your #pandemicfatigue, what right wing politicians think, or the economy. Get your damn vaccinations, &amp; respect the dangers of this disease. https://t.co/UsavMIr5Ua",coronavirus doesnt care about your pandemicfatigue what right wing politicians think or the economy get your damn vaccinations and respect the dangers of this disease,25,,0
160,2021-03-25 12:59:06,FatBlackDiva,"She/They
Saving my soul, one snarky comment at a time.

#thisfightlivesinmybody
#bravenewworldindeed
#theworldturnedupsidedown",Brooklyn,13075,2011-01-01 00:30:29,0,"[{'text': 'GotThatVax', 'indices': [158, 169]}, {'text': 'CovidBlues', 'indices': [170, 181]}, {'text': 'modernavaccine', 'indices': [182, 197]}]","Got my 2nd Moderna shot last night. This morning, I'm pretty sure I was run over by a tank as I slept. Grateful to be of my way to fully vaxxed, but ... ugh. #GotThatVax #CovidBlues #modernavaccine",got my 2nd moderna shot last night this morning i'm pretty sure i was run over by a tank as i slept grateful to be of my way to fully vaxxed but ugh gotthatvax covidblues modernavaccine,36,,0
161,2021-03-25 11:27:30,PaulineEdwards,,"Donegal, Ireland",1910,2009-05-17 19:15:39,0,"[{'text': 'covidburnout', 'indices': [126, 139]}, {'text': 'itsreal', 'indices': [140, 148]}]",@Holly0910 And as I told you in my IG message you voiced exactly how I’m feeling and so many others. I 👏🏻your honesty. Xxxxxx #covidburnout #itsreal,holly0910 and as i told you in my ig message you voiced exactly how im feeling and so many others i your honesty xxxxxx covidburnout itsreal,26,👏🏻,2
